graph_generation:               0.019424 s
2637, 1659
1609, 1809
3015, 278
2075, 3759
767, 2853
1280, 813
3851, 2249
1609, 2568
1152, 3182
465, 2477
362, 3961
2212, 743
3854, 2257
1694, 532
1609, 1961
49, 248
3742, 1994
1425, 2205
657, 1472
1864, 1587
2970, 2559
2568, 3434
1509, 1193
250, 1117
3851, 4081
1280, 1873
2835, 2279
1609, 3087
277, 430
2710, 3232
3694, 56
3672, 1428
2060, 2477
1809, 1587
1375, 3182
1609, 3008
3851, 3488
406, 1074
1428, 1449
3951, 3524
2193, 766
3944, 2304
3694, 2887
3944, 1117
2796, 3021
953, 2794
3401, 1294
889, 737
2530, 2048
327, 2550
277, 1108
2649, 2111
3296, 2069
249, 104
3227, 3414
2117, 2568
3944, 2526
3440, 1193
3851, 2477
3389, 95
3248, 2304
95, 2796
1809, 3502
2193, 2304
427, 3674
3851, 3124
1184, 3769
1352, 624
1587, 690
2814, 138
4021, 305
1048, 73
2637, 3284
1557, 1024
3902, 3586
1280, 3937
415, 2094
767, 1850
698, 203
1460, 427
2967, 1774
238, 2624
2278, 2530
1280, 1432
3851, 3399
2853, 766
250, 1280
2390, 2917
3690, 3296
376, 1587
2021, 373
280, 3786
2300, 3325
1280, 2708
3851, 1778
2296, 2653
1108, 2993
2021, 2888
3129, 2637
1117, 223
403, 2846
2386, 3902
2568, 1074
862, 629
733, 2004
2207, 3623
3124, 3288
2390, 3382
3851, 1294
1193, 3878
4038, 1768
756, 3221
1932, 2950
3419, 730
2788, 248
953, 1494
1106, 3759
2970, 526
2993, 1437
2657, 874
184, 191
3851, 2657
1899, 3825
743, 624
1694, 2303
1184, 532
3851, 427
250, 3179
3851, 1323
321, 1974
3225, 3804
3534, 1708
1202, 1074
2860, 3039
1375, 2300
1153, 3186
3556, 3021
2637, 427
280, 1587
721, 249
1587, 2487
177, 151
1577, 2526
1564, 1074
3545, 2230
473, 919
4038, 2413
3955, 1559
2657, 2568
3749, 165
1358, 3948
2530, 1265
3638, 1022
427, 2757
3434, 1737
1106, 1840
1609, 3488
3022, 1833
1809, 526
1337, 4085
767, 2459
862, 1074
4043, 3399
657, 1800
3902, 1508
1184, 2021
3488, 859
3262, 734
3434, 473
259, 2710
3591, 427
862, 3209
1903, 2130
1765, 3472
3919, 1483
3556, 2021
1620, 1807
862, 3472
2698, 1685
960, 2696
141, 2107
1481, 3225
3851, 859
2967, 2126
843, 1373
3955, 2502
2938, 2012
1715, 2649
2811, 1642
2657, 1564
1885, 3701
3672, 47
2853, 2967
3944, 1971
1117, 3759
3505, 4070
3262, 4040
1587, 707
2743, 657
767, 2021
2111, 1821
1280, 1587
1907, 3296
362, 119
250, 2993
1609, 250
2834, 427
640, 22
640, 2021
3851, 3773
3046, 1533
95, 624
3851, 2000
866, 2223
238, 235
654, 960
260, 656
1134, 406
2820, 406
1864, 2581
1184, 1428
2967, 2629
95, 608
2207, 1720
3805, 3446
1117, 2757
1184, 3495
1280, 2637
1069, 275
56, 2757
2586, 2447
3248, 2111
250, 1864
26, 1864
1117, 3136
1587, 3179
205, 3945
1134, 2356
2788, 3296
1280, 2757
250, 3829
238, 3116
1117, 1587
2021, 3708
2485, 2392
250, 278
27, 2615
1280, 427
250, 1052
3291, 1734
2230, 3804
373, 2860
250, 1591
564, 2477
2894, 3491
3851, 3745
4055, 194
1184, 3944
2759, 4038
2336, 1864
2021, 1864
1024, 2446
2336, 95
1012, 624
2757, 2407
373, 464
3396, 1422
1184, 3090
2568, 2646
1609, 2593
3338, 3043
862, 2021
862, 2291
1587, 2362
2637, 495
2207, 1913
2157, 2537
289, 1344
1564, 2111
773, 3232
2530, 1587
95, 3843
1280, 3910
3851, 1873
2021, 2672
547, 3989
862, 2446
238, 1117
733, 955
2021, 3205
2023, 3966
250, 735
2247, 2878
707, 3439
250, 3996
250, 733
2530, 2450
4038, 1117
3982, 120
2336, 374
3851, 1006
912, 3050
2834, 773
1587, 1776
587, 812
373, 1117
2184, 2650
1857, 1220
1153, 1692
633, 734
3087, 1117
2710, 3113
280, 2159
1256, 3090
1193, 1655
1272, 3263
2186, 3232
733, 3759
2967, 1427
1280, 362
213, 3304
2117, 1117
2395, 227
2403, 3502
3484, 2063
3022, 86
3187, 3502
1472, 3736
442, 392
3902, 780
953, 3161
707, 427
2530, 2230
2657, 3254
803, 429
2698, 141
2637, 1294
3157, 427
2056, 2021
3851, 1840
1103, 2111
743, 2111
2304, 2866
2510, 3741
2417, 3232
2390, 2568
26, 3736
2139, 1786
1857, 585
3502, 2304
3291, 2300
2977, 1608
406, 3674
3851, 86
3414, 1619
2021, 2546
1193, 3203
13, 2394
3488, 2636
3672, 427
3022, 2304
3008, 3662
2788, 95
2221, 730
953, 2814
2117, 3472
95, 141
1387, 3423
2530, 1421
2649, 427
2568, 2450
1106, 3166
158, 593
3187, 3163
2568, 1439
3310, 3781
2117, 2568
2568, 866
1280, 1323
2207, 3638
3401, 1587
3944, 2637
2300, 3407
3961, 3767
3851, 733
3488, 23
1280, 3437
3699, 374
733, 2336
3022, 592
3723, 3759
912, 2885
2559, 3008
3560, 2656
3419, 1901
504, 1571
1744, 2707
953, 955
1153, 413
1193, 1427
1117, 2111
1184, 3114
1609, 2479
250, 2578
1715, 3756
1375, 2527
862, 2765
4037, 143
1609, 427
2796, 3945
3944, 3736
320, 3197
497, 141
23, 2300
2915, 1038
1702, 3031
2759, 186
3951, 2698
3851, 2672
2120, 532
1564, 3161
3638, 266
3851, 859
2197, 1403
3851, 1566
1765, 415
1193, 3232
2021, 2193
862, 3674
2871, 427
1609, 2412
3851, 1101
3591, 3354
3591, 1608
3098, 3182
2101, 510
1676, 1038
3851, 1294
3918, 2304
3227, 177
1840, 2253
1153, 953
1184, 3951
2748, 348
1469, 4038
3857, 2266
297, 657
2967, 1873
2993, 3759
3022, 2403
1280, 2708
1609, 467
3851, 3902
2746, 1832
2649, 2615
95, 260
362, 2193
2159, 3298
1153, 1566
1272, 223
2157, 1587
1609, 2853
1091, 3361
1117, 3182
3851, 1236
2212, 385
2212, 2057
2510, 825
2853, 1832
3335, 1152
3851, 1117
2336, 1117
40, 2467
1379, 3438
3672, 4039
1715, 2853
26, 2530
1587, 3527
1744, 3489
1232, 95
369, 427
249, 3510
427, 3928
1587, 3182
2977, 3534
1117, 427
2226, 3157
1232, 1566
1103, 1994
1280, 3472
177, 1685
1184, 2066
3944, 1067
3851, 862
3944, 2477
2649, 624
1948, 1190
4065, 385
1609, 2526
2336, 3197
1074, 3759
3851, 862
880, 2032
780, 602
3928, 1868
1609, 95
3058, 2159
277, 3910
2390, 2853
3296, 1934
3502, 177
2021, 730
3851, 3310
2759, 1768
3851, 260
605, 1428
91, 3060
2970, 852
2210, 165
3022, 707
1809, 1758
3851, 472
2967, 1596
141, 3182
297, 1358
3434, 2905
3851, 2568
2021, 177
1884, 1398
1117, 1323
1193, 2954
1294, 1419
2390, 2864
1864, 1857
567, 3736
3851, 473
3227, 4038
2207, 3921
2450, 1428
743, 93
969, 644
746, 1152
1375, 427
1425, 2403
3301, 964
624, 2249
1324, 1751
2657, 2530
862, 3612
3851, 1010
2157, 743
4038, 2185
2117, 1108
3851, 1008
1106, 2300
497, 1626
743, 4037
596, 1864
1387, 3985
1778, 2970
3851, 4072
1184, 2121
3410, 1101
3937, 912
2207, 3285
2993, 1225
1117, 2126
1294, 2139
1925, 1266
3708, 2450
1737, 3437
1587, 1513
2530, 3360
4072, 423
1965, 2672
1587, 21
1280, 2000
3672, 3443
3851, 2530
1469, 1821
3851, 2821
95, 1152
817, 1074
1272, 2417
3090, 3228
2658, 3232
2945, 1445
889, 1065
1609, 574
1646, 3524
3262, 473
2517, 1381
1052, 955
3455, 2757
3699, 1169
3851, 1720
1587, 791
3553, 473
1840, 3639
1971, 3182
94, 3524
3699, 1658
1184, 3385
743, 2477
3851, 433
2134, 3182
3736, 3945
3851, 3325
3569, 2396
2568, 2321
4043, 3361
1925, 1773
3857, 239
2984, 654
2021, 1236
2021, 95
1832, 2835
1153, 633
2824, 3674
2967, 955
1150, 2488
2207, 746
2095, 1840
862, 862
1153, 128
1049, 679
40, 3736
657, 120
2637, 427
502, 1832
3603, 2066
2970, 2898
1971, 224
1337, 1557
803, 149
1117, 3271
767, 2459
862, 624
1153, 624
1471, 3232
3851, 3166
3851, 2615
3851, 327
3262, 2970
141, 3674
1885, 1117
3414, 735
369, 624
1609, 4038
862, 3187
2530, 1260
3069, 2993
3944, 2900
715, 2041
3851, 1508
1439, 3338
1587, 867
1751, 1117
497, 2796
2021, 3320
1553, 633
1184, 472
250, 767
1809, 3759
250, 3399
862, 3736
3875, 3296
1975, 2282
2395, 2139
3829, 3162
862, 2160
3736, 3674
427, 3761
3851, 3772
497, 3136
862, 1587
773, 298
2637, 511
1117, 93
2637, 688
2853, 3182
177, 3725
3114, 1445
2676, 363
3227, 875
1260, 723
2076, 3855
1117, 606
3339, 730
862, 657
3749, 1202
85, 1374
3502, 456
657, 2459
1375, 1063
2221, 3117
2853, 1694
3502, 338
1184, 2282
2853, 734
1864, 3414
1202, 2639
3100, 3182
3851, 2878
766, 3206
2530, 92
2698, 2057
767, 3361
3851, 2076
427, 1419
807, 1587
1184, 3674
3851, 2710
640, 976
2821, 433
406, 2511
1193, 2230
2853, 4082
640, 2139
2628, 3031
1874, 3829
2450, 2434
2207, 2649
2530, 3674
1486, 1117
2568, 427
1587, 2835
3770, 3288
177, 429
2746, 473
3310, 2309
3187, 3090
3851, 1768
2212, 1294
3629, 427
3851, 1309
1609, 767
3227, 280
862, 2392
3177, 456
3046, 3545
2207, 2900
3527, 2898
33, 2970
2568, 473
1609, 3761
1193, 2757
3851, 473
1609, 1890
249, 2817
862, 238
778, 3182
3961, 3335
3851, 2300
3098, 3391
2207, 3926
1439, 2037
1352, 2129
3851, 2636
3851, 363
3851, 3466
2953, 277
1469, 435
3851, 2207
3851, 3781
3991, 298
3285, 427
1609, 3320
238, 912
2212, 405
3638, 2579
862, 1768
2568, 3832
862, 3248
1280, 862
2021, 2289
2395, 3736
1256, 1655
1184, 3799
3851, 141
1765, 843
1280, 427
3851, 862
2530, 2794
1184, 1587
2431, 1282
1287, 4038
2814, 3662
2893, 2053
1145, 2215
1786, 1641
2796, 1566
2230, 1270
1184, 2586
624, 926
3708, 141
1117, 1074
26, 497
1609, 803
2615, 2725
3022, 3736
3022, 1153
2562, 3534
3851, 3187
953, 596
862, 3
2021, 427
3534, 27
2568, 2209
2300, 427
2021, 236
277, 397
2157, 2413
364, 1390
3851, 3898
3046, 746
2021, 1474
1166, 3978
3851, 1809
1609, 1982
4070, 3145
1587, 3
3756, 2714
3488, 2400
3531, 4081
733, 3088
1609, 3412
2530, 3361
2021, 177
95, 683
3087, 3005
250, 3488
362, 1058
1881, 3423
1134, 3878
3504, 3182
3851, 2304
733, 593
3736, 2304
746, 1768
1809, 2820
1609, 1152
1280, 4054
473, 3750
3389, 3338
960, 3910
2021, 440
1184, 3930
3672, 746
1108, 3832
369, 2092
2970, 11
976, 2679
141, 1344
3560, 2834
473, 1859
596, 1294
2649, 2814
1375, 1017
1587, 2993
250, 3672
716, 2526
3851, 1747
1425, 3390
1694, 3629
373, 912
862, 3227
1280, 1074
238, 1329
1809, 130
2021, 1193
2615, 844
3919, 427
1676, 260
3851, 985
733, 3662
1809, 953
3919, 926
1564, 3402
2035, 842
3851, 3887
369, 633
3502, 2427
733, 1685
2207, 2283
1460, 1257
1272, 1329
95, 542
1193, 1272
733, 1117
3248, 4019
376, 657
3851, 1807
2157, 95
3851, 1117
3708, 1070
387, 746
733, 223
2967, 1472
2820, 3524
3944, 1375
392, 3735
4028, 186
1864, 1428
3851, 1375
2970, 633
362, 2555
1117, 912
3851, 4072
3339, 3434
3851, 1509
2657, 427
1352, 472
3851, 931
467, 449
3694, 3674
3187, 2644
2568, 92
2637, 154
3129, 3926
2221, 1508
3699, 2605
1609, 1280
1280, 1807
1587, 3122
706, 1797
3829, 1117
1184, 3047
373, 3157
3438, 2021
3851, 3759
1857, 1135
3022, 2530
4038, 2023
1134, 3992
1108, 599
1257, 3271
1017, 27
2210, 444
767, 1751
2485, 3674
2111, 3985
926, 3786
2210, 3601
1609, 2295
1220, 1913
2555, 3674
3227, 103
2021, 4038
3851, 3039
1117, 205
706, 818
427, 2906
177, 2450
3994, 1117
1925, 2095
1626, 1768
2510, 66
889, 1202
3742, 1587
1280, 2637
250, 3310
3187, 3674
177, 479
1022, 1587
2390, 3402
1193, 592
3396, 912
2945, 1994
1975, 1358
2304, 1685
3090, 816
362, 544
2315, 473
3723, 3182
1577, 912
250, 3372
3742, 2371
1809, 2139
2207, 3773
953, 1272
1469, 2021
862, 2510
2568, 2278
3851, 1373
1117, 2211
3488, 3672
250, 1574
1857, 682
624, 3816
2970, 473
2212, 3729
1106, 1472
2853, 3694
2212, 1508
95, 1117
2, 2350
2698, 2993
3129, 2126
2210, 3101
3124, 606
1103, 1024
2157, 743
2970, 2057
1193, 1381
532, 707
1024, 3940
3851, 2230
3992, 3361
3279, 427
2568, 2967
1495, 3674
3749, 3799
3129, 2104
1609, 2626
2480, 3338
2967, 1840
2139, 2796
85, 2672
3389, 1828
2021, 1509
3788, 2023
73, 4088
1609, 976
95, 3825
889, 2502
95, 1857
1375, 357
3129, 746
3699, 3161
1117, 2230
2853, 654
3918, 1864
2820, 4038
2649, 3453
862, 707
1106, 3127
3944, 427
2300, 330
862, 2185
3124, 2487
250, 2288
3736, 1786
1513, 2477
2836, 2482
2021, 3354
1715, 2768
2403, 3108
238, 56
362, 497
862, 1517
3022, 1297
431, 2796
2938, 222
1702, 19
3569, 1041
642, 1832
3129, 3187
3851, 596
1280, 926
2568, 1665
3851, 3875
95, 1019
583, 955
321, 3182
2679, 3311
2021, 3325
373, 3221
1587, 1832
1508, 2888
1751, 3335
2853, 1272
3502, 606
3015, 2417
250, 322
3227, 3282
2357, 427
3227, 1744
3296, 3515
1609, 162
807, 2993
1768, 120
1746, 1135
2568, 3003
1890, 3901
1280, 1153
1587, 843
1857, 89
687, 2304
2021, 1427
1971, 3978
2967, 2768
95, 1587
2530, 3136
767, 2885
4038, 3979
1272, 721
3851, 2530
1117, 3921
2649, 415
1272, 1849
3527, 3759
2530, 3113
1609, 2477
3851, 547
250, 1419
3296, 633
3296, 2824
3973, 541
2853, 1587
95, 406
3851, 889
2530, 3502
641, 1820
743, 3549
1153, 3327
250, 427
2917, 2710
2157, 1451
2537, 427
3955, 3338
238, 389
746, 1821
1527, 4072
1270, 2828
2417, 260
2530, 3502
4082, 93
3022, 4038
3296, 3021
3851, 1587
2139, 249
1702, 2938
3488, 2304
767, 330
472, 2487
3380, 1427
3488, 3945
3851, 1317
2300, 1768
4038, 1001
2390, 2977
3291, 947
298, 2477
23, 2120
4034, 2787
1949, 1245
3124, 3060
2530, 1117
415, 3069
1184, 1421
238, 1323
3438, 1277
1609, 889
95, 3693
2021, 773
2657, 1975
1577, 2221
884, 2022
1458, 260
2139, 3660
3851, 3888
2390, 2637
3305, 889
3792, 3437
605, 427
3022, 2568
746, 3423
1134, 2593
3827, 2450
1184, 2477
3338, 2757
1117, 1587
4038, 316
3586, 705
1041, 2835
95, 2821
3022, 1874
2806, 1138
2139, 1608
1184, 1751
2970, 502
1768, 1373
596, 3124
3209, 4002
1907, 3262
1966, 1558
1117, 624
862, 3945
3851, 3296
1280, 3937
2896, 205
373, 1513
3086, 3637
1938, 1378
2221, 177
95, 423
3488, 1587
3192, 278
3227, 643
3825, 3759
2480, 898
2157, 453
2530, 2530
2009, 1152
4038, 1074
1609, 2888
95, 3472
3022, 3637
4020, 2212
2824, 2436
13, 912
3505, 1498
4038, 3414
862, 3124
2157, 956
1809, 1658
592, 3361
633, 248
2788, 2221
2788, 3076
767, 2568
2568, 2157
3340, 3031
1577, 1807
363, 2615
1587, 2546
3851, 746
1184, 79
1280, 1280
2181, 2713
3851, 2221
3227, 3819
1481, 3701
95, 1974
2157, 3043
3851, 2530
1184, 2661
2021, 1574
2860, 473
1925, 1768
362, 3225
3498, 2840
493, 707
583, 3608
2657, 2919
2568, 3419
2788, 955
2282, 912
1472, 4028
3919, 2993
3930, 3310
3018, 1398
3227, 734
2134, 1074
1232, 3188
2649, 641
2888, 2888
238, 3423
2530, 3781
2095, 990
3111, 235
862, 3401
2649, 654
1527, 1064
3851, 1284
767, 3601
1609, 2361
2853, 905
2530, 1768
2057, 707
1280, 806
4020, 2920
1874, 2967
3060, 809
3590, 298
884, 3759
2193, 2111
1925, 3246
1809, 1375
2193, 2617
1272, 1022
3262, 2366
3022, 2159
2102, 120
373, 3489
2746, 743
1682, 2698
473, 1743
1117, 1913
1058, 1070
2249, 424
95, 3121
2021, 2477
373, 2615
3851, 2304
3829, 3294
1609, 1373
2111, 1832
3851, 3996
2788, 3944
2450, 2650
3566, 3437
1184, 2710
2637, 1249
2970, 487
2801, 255
1594, 1202
2568, 2530
2530, 2227
1117, 2170
1184, 825
497, 2139
1587, 1474
3851, 2021
369, 1842
3124, 2181
698, 2487
2181, 222
3039, 2698
2530, 633
3851, 3645
3851, 141
2777, 3921
376, 2803
2920, 3662
280, 3519
1069, 2366
3944, 3396
363, 3260
260, 740
238, 1117
3407, 1074
556, 2337
3414, 3325
3851, 1864
4038, 657
2021, 3515
456, 3736
95, 2698
3296, 1164
2282, 213
3022, 3090
3851, 312
2530, 3674
862, 3129
1108, 3708
1184, 1907
497, 2853
2568, 3902
2304, 1147
767, 3124
889, 1201
707, 1474
1323, 2059
2568, 1864
1193, 1587
2247, 884
2390, 2530
3502, 2531
3574, 766
3227, 2814
1280, 1012
2021, 2209
497, 3015
177, 3919
2021, 3282
3944, 2227
2315, 2021
1509, 2517
767, 427
2945, 960
3756, 1294
2568, 3124
1685, 2757
2063, 1257
467, 2057
2967, 3179
2139, 2466
3087, 3534
3320, 2905
1323, 3736
3708, 2392
2117, 3187
1012, 2111
1609, 517
3851, 1184
953, 1577
2853, 3951
1153, 2513
3018, 691
3851, 3296
1609, 1134
250, 1692
2530, 3182
1158, 1822
250, 976
1117, 2282
3851, 624
1992, 2358
3918, 912
2044, 3285
1375, 3182
1184, 184
3059, 2330
2710, 4056
1715, 721
1280, 963
250, 3556
2021, 246
3291, 2244
2568, 733
3672, 3341
1885, 1144
1078, 3232
1437, 4056
2, 3209
497, 3736
3851, 949
743, 473
3851, 3907
2057, 4061
1564, 3182
158, 2970
2530, 1587
3910, 248
3263, 427
3192, 3030
1117, 1053
3851, 3945
2530, 449
1689, 330
2117, 2035
640, 3111
4082, 95
427, 2477
2967, 3750
3708, 415
2221, 333
3759, 1403
767, 1074
1857, 2681
1995, 3453
3204, 3686
3674, 2070
735, 2993
1941, 2358
1152, 2289
862, 953
2967, 2905
3227, 2304
2530, 1587
1117, 1202
2893, 707
1338, 2477
1715, 3306
3944, 3008
2417, 568
3851, 2313
3291, 1662
640, 2609
1008, 473
1809, 3291
3875, 2417
1702, 3361
497, 3000
2300, 3534
2210, 4018
3937, 3674
3672, 2868
1609, 986
2568, 1270
3282, 3419
862, 1552
95, 1117
2657, 1106
3182, 3989
1995, 2111
373, 2615
1975, 3188
3829, 3338
3770, 3981
173, 2212
1925, 1270
2212, 3161
1106, 889
3282, 1384
3350, 3825
3851, 3851
2759, 3291
3087, 862
1103, 3059
1272, 3058
250, 3129
1587, 2477
624, 930
797, 1117
3944, 1587
2293, 3335
2530, 2579
373, 656
3767, 3094
2970, 179
1193, 2022
2568, 3692
3609, 1566
3851, 862
3022, 1294
47, 95
1184, 2485
2530, 3265
1272, 3481
1297, 1272
953, 1587
1280, 3716
3694, 2710
3799, 1873
493, 1587
3921, 3804
2207, 1428
3672, 427
1152, 1962
2878, 1566
1875, 1734
2917, 825
1587, 42
1280, 3686
3018, 955
3549, 889
862, 3750
2568, 547
3244, 960
3851, 354
3022, 1193
3851, 249
3851, 2637
862, 2139
2382, 2878
3851, 3209
862, 2181
2938, 1336
2021, 278
1184, 2978
3621, 1390
141, 2672
2530, 2212
1669, 1445
2336, 2508
1153, 2111
862, 1074
66, 2814
3827, 3446
4038, 1166
3759, 1019
862, 2698
3282, 3910
2959, 3161
2993, 2885
369, 707
2821, 2010
1375, 239
3944, 3124
2568, 4081
95, 1941
3851, 3438
3502, 3895
3851, 95
3851, 3472
3851, 877
1809, 2483
37, 606
1608, 427
3810, 1587
1280, 427
1566, 1985
1184, 730
362, 2920
2210, 2952
640, 4021
1184, 3722
2530, 3187
1508, 1807
2, 3545
1184, 3271
4038, 1608
3851, 427
2920, 2159
2615, 815
1751, 2417
238, 2768
1280, 3296
2412, 2502
2568, 3672
1324, 1971
250, 2021
2568, 3161
862, 1646
2336, 2637
1609, 3750
3187, 2649
743, 1608
1280, 2459
2315, 1272
2139, 2446
2824, 2919
862, 2117
1971, 278
1809, 3502
3898, 606
2853, 1317
3032, 2885
1373, 2152
250, 2740
467, 780
1117, 621
1471, 2175
3502, 1138
3345, 3759
3851, 3129
3851, 3085
3320, 141
1702, 2035
467, 1566
640, 843
2530, 1960
746, 2212
2221, 415
1280, 2194
2953, 2794
1715, 1202
767, 1447
3051, 312
746, 2111
1587, 2906
1737, 1024
95, 1024
95, 1117
862, 905
3414, 1832
1117, 3489
2466, 2266
504, 912
2568, 2757
3391, 2929
3610, 1916
2568, 832
3187, 3502
3586, 2672
3136, 73
3484, 1272
1078, 976
733, 1321
733, 2185
2139, 3423
2227, 2618
2649, 2412
2568, 3571
2212, 1117
3610, 574
2117, 2139
2568, 3759
3944, 656
2938, 2757
1294, 141
2794, 3898
707, 3989
733, 3964
1294, 1403
1368, 2906
2535, 2367
1941, 2012
3414, 3907
862, 86
1280, 1381
250, 2076
2976, 2477
832, 2032
2568, 399
3022, 3361
2788, 1587
1272, 1152
427, 1658
3034, 1275
2530, 815
235, 3361
707, 427
177, 2695
2759, 4081
3929, 3232
1184, 1619
2746, 3182
427, 186
2300, 1074
3851, 766
1117, 2304
2853, 3652
3687, 707
1184, 715
3674, 2111
3851, 2117
2112, 3361
3851, 2160
3851, 1933
2568, 2021
862, 1715
3224, 2663
2021, 1751
1153, 95
3851, 312
2510, 3438
1297, 167
2530, 1587
277, 2637
2302, 1394
33, 633
1925, 1358
1201, 1201
4043, 4072
3385, 1934
2970, 2757
3749, 2486
862, 2021
3114, 3736
40, 427
2649, 682
3944, 95
26, 260
1925, 2765
889, 2485
95, 2774
1472, 438
3129, 3662
1609, 3182
691, 2266
1786, 4081
2637, 3194
1587, 2447
2530, 2052
250, 2356
86, 639
1359, 3911
3610, 2130
1280, 1012
2900, 1074
3851, 130
125, 2230
2300, 3723
1108, 889
2530, 1006
13, 3888
2649, 3978
3902, 3034
3209, 427
1768, 3186
716, 343
3930, 4093
2021, 95
2913, 3085
248, 3542
1012, 1393
2537, 2888
4038, 3736
3087, 698
95, 1857
2477, 2576
3864, 3919
177, 4081
1849, 1427
2277, 843
386, 2244
862, 1715
250, 3187
1294, 2830
2993, 990
2796, 1685
3851, 3204
3851, 3545
374, 1934
3039, 3824
3756, 3090
2853, 2417
2765, 2835
2568, 95
739, 473
2657, 2649
1885, 4
1106, 1201
2530, 3320
3335, 3989
1939, 2868
2021, 2526
23, 2060
2315, 13
2568, 3989
3944, 3015
4007, 143
1280, 987
3637, 1552
2530, 2579
1153, 95
4021, 901
1809, 1864
1004, 1994
1117, 3595
2336, 3143
2139, 495
2711, 1025
1609, 88
3736, 3387
2530, 953
182, 951
2390, 3809
1017, 1746
1849, 1472
1609, 406
2637, 141
1874, 2196
393, 453
2824, 2686
3090, 427
1280, 1655
1805, 2605
2530, 933
1481, 1168
95, 1275
1445, 1422
2938, 3750
862, 1577
297, 3502
259, 1587
2530, 1157
238, 259
733, 2205
3701, 3540
4038, 931
3262, 1937
1232, 3921
2207, 2530
373, 1260
1184, 1117
3851, 2111
260, 2283
1715, 3597
3427, 363
3994, 2700
3013, 1403
2568, 1998
3851, 1257
2894, 1737
26, 3126
1609, 3799
1272, 2437
1375, 1195
1587, 427
1260, 1768
803, 1967
1609, 576
1577, 2912
862, 2698
1587, 3910
1117, 1676
1621, 3399
1280, 2304
862, 1169
1375, 95
2878, 1685
2021, 1658
2568, 1864
1012, 1037
1184, 2117
3851, 1352
2035, 2670
3227, 174
953, 1466
3296, 2970
104, 1948
2568, 359
2759, 2053
1375, 2609
280, 2148
2796, 1329
2656, 926
858, 473
3534, 2692
2221, 3736
3610, 1373
953, 1474
3427, 864
1184, 3878
504, 101
2304, 2835
3550, 1474
1609, 1344
1117, 3382
250, 2160
250, 3296
3488, 2300
2104, 2814
3851, 1117
1587, 2710
3034, 1316
2559, 2459
3338, 3824
473, 2236
3022, 104
1481, 657
3458, 1807
2967, 2289
415, 2945
3320, 1895
173, 2637
369, 3402
1296, 2413
2853, 1451
3129, 392
2157, 682
1609, 3637
2336, 682
3279, 2858
847, 2260
31, 2283
3851, 767
373, 3759
1317, 3182
2447, 222
40, 1458
1378, 606
2768, 2795
2004, 3868
3389, 1352
2181, 2698
3069, 3910
3851, 2970
3759, 3399
1594, 1587
376, 1864
1220, 2304
3339, 720
624, 2103
3851, 1609
1609, 29
2568, 2057
373, 889
